STATE/REGION,EXPORT_VAL,EXP_NAICS,EXP_NAICS_DESC,YEAR,EXP_LEVEL,GDP_CODE
MO,27270853,3211,SAWMILL AND WOOD PRODUCTS,2010,4,321
MO,5409941,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2010,4,321
MO,26361945,3219,OTHER WOOD PRODUCTS,2010,4,321
MO,76447426,322,PAPER,2010,3,322
MO,19964344,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2010,4,322
MO,56483082,3222,CONVERTED PAPER PRODUCTS,2010,4,322
MO,167488807,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2010,3,323
MO,167488807,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2010,4,323
MO,27067176,324,PETROLEUM AND COAL PRODUCTS,2010,3,324
MO,27067176,3241,PETROLEUM AND COAL PRODUCTS,2010,4,324
MO,2664755700,325,CHEMICALS,2010,3,325
MO,1393463132,3251,BASIC CHEMICALS,2010,4,325
MO,102293246,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2010,4,325
MO,200094368,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2010,4,325
MO,765085030,3254,PHARMACEUTICALS AND MEDICINES,2010,4,325
MO,70548771,3255,"PAINTS, COATINGS, AND ADHESIVES",2010,4,325
MO,102381827,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2010,4,325
MO,30889326,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2010,4,325
MO,237111263,326,PLASTICS AND RUBBER PRODUCTS,2010,3,326
MO,161739784,3261,PLASTICS PRODUCTS,2010,4,326
MO,75371479,3262,RUBBER PRODUCTS,2010,4,326
MO,77245145,327,NONMETALLIC MINERAL PRODUCTS,2010,3,327
MO,22093655,3271,CLAY AND REFRACTORY PRODUCTS,2010,4,327
MO,11492185,3272,GLASS AND GLASS PRODUCTS,2010,4,327
MO,1637023,3273,CEMENT AND CONCRETE PRODUCTS,2010,4,327
MO,2109128,3274,LIME AND GYPSUM PRODUCTS,2010,4,327
MO,39913154,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2010,4,327
MO,12924556333,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2010,1,..0
MO,6685550090,33,"MANUFACTURING, PART 3",2010,2,31-33
MO,287190674,331,PRIMARY METAL MANUFACTURING,2010,3,331
MO,47743423,3311,IRON AND STEEL AND FERROALLOY,2010,4,331
MO,2464177,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2010,4,331
MO,102987273,3313,ALUMINA AND ALUMINUM AND PROCESSING,2010,4,331
MO,125104709,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2010,4,331
MO,8891092,3315,FOUNDRIES,2010,4,331
MO,443784418,332,"FABRICATED METAL PRODUCTS, NESOI",2010,3,332
MO,206969,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2010,4,332
MO,43380887,3322,CUTLERY AND HANDTOOLS,2010,4,332
MO,51404801,3323,ARCHITECTURAL AND STRUCTURAL METALS,2010,4,332
MO,44982445,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2010,4,332
MO,20555050,3325,HARDWARE,2010,4,332
MO,35034226,3326,SPRINGS AND WIRE PRODUCTS,2010,4,332
MO,11804637,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2010,4,332
MO,236415403,3329,OTHER FABRICATED METAL PRODUCTS,2010,4,332
MO,1432071802,333,"MACHINERY, EXCEPT ELECTRICAL",2010,3,333
MO,131656746,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2010,4,333
MO,96322574,3332,INDUSTRIAL MACHINERY,2010,4,333
MO,58858780,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2010,4,333
MO,285920148,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2010,4,333
MO,63244978,3335,METALWORKING MACHINERY,2010,4,333
MO,392715215,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2010,4,333
MO,403353361,3339,OTHER GENERAL PURPOSE MACHINERY,2010,4,333
MO,632344362,334,COMPUTER AND ELECTRONIC PRODUCTS,2010,3,334
MO,60876962,3341,COMPUTER EQUIPMENT,2010,4,334
MO,92050347,3342,COMMUNICATIONS EQUIPMENT,2010,4,334
MO,63630173,3343,AUDIO AND VIDEO EQUIPMENT,2010,4,334
MO,171011391,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2010,4,334
MO,242750861,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2010,4,334
MO,2024628,3346,MAGNETIC AND OPTICAL MEDIA,2010,4,334
MO,662260577,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2010,3,335
MO,12956326,3351,ELECTRIC LIGHTING EQUIPMENT,2010,4,335
MO,24918373,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2010,4,335
MO,153605779,3353,ELECTRICAL EQUIPMENT,2010,4,335
MO,470780099,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2010,4,335
MO,2988464127,336,TRANSPORTATION EQUIPMENT,2010,3,NA
MO,1740698836,3361,MOTOR VEHICLES,2010,4,3361-3363
MO,15741323,3362,MOTOR VEHICLE BODIES AND TRAILERS,2010,4,3361-3363
MO,325052621,3363,MOTOR VEHICLE PARTS,2010,4,3361-3363
MO,828413816,3364,AEROSPACE PRODUCTS AND PARTS,2010,4,NA
MO,28159531,3365,RAILROAD ROLLING STOCK,2010,4,NA
MO,28581645,3366,SHIPS AND BOATS,2010,4,NA
MO,21816355,3369,"TRANSPORTATION EQUIPMENT, NESOI",2010,4,"3364-3466,3369"
MO,42764379,337,FURNITURE AND FIXTURES,2010,3,337
MO,28683528,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2010,4,337
MO,11919654,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2010,4,337
MO,2161197,3379,"FURNITURE RELATED PRODUCTS, NESOI",2010,4,337
MO,196669751,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2010,3,339
MO,104280302,3391,MEDICAL EQUIPMENT AND SUPPLIES,2010,4,339
MO,92389449,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2010,4,339
MO,485082,51,PUBLISHERS' COMMODITIES,2010,2,51
MO,485082,511,"NEWSPAPERS, BOOKS & OTHER PUBLISHED MATTER, NESOI",2010,3,511
MO,485082,5112,"SOFTWARE, NESOI",2010,4,511
MO,422945029,91,WASTE AND SCRAP,2010,2,NA
MO,17370599,92,USED OR SECOND-HAND MERCHANDISE,2010,2,92
MO,1014446,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2010,2,NA
MO,107538511,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2010,2,NA
MS,553107751,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2010,2,11
MS,528136032,111,AGRICULTURAL PRODUCTS,2010,3,111-112
MS,72023367,1111,OILSEEDS AND GRAINS,2010,4,111-112
MS,1454093,1112,VEGETABLES AND MELONS,2010,4,111-112
MS,675551,1113,FRUITS AND TREE NUTS,2010,4,111-112
MS,2456658,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2010,4,111-112
MS,451526363,1119,OTHER AGRICULTURAL PRODUCTS,2010,4,111-112
MS,1142944,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2010,3,111-112
MS,1082420,1123,POULTRY AND EGGS,2010,4,111-112
MS,60524,1129,OTHER ANIMALS,2010,4,111-112
MS,19222935,113,"FORESTRY PRODUCTS, NESOI",2010,3,113-115
MS,24884,1132,FORESTRY PRODUCTS,2010,4,113-115
MS,19198051,1133,TIMBER AND LOGS,2010,4,113-115
MS,4605840,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2010,3,113-115
MS,4605840,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2010,4,113-115
MS,9604883,21,"OIL, GAS, MINERALS AND ORES",2010,2,21
MS,24379,211,OIL AND GAS,2010,3,211
MS,24379,2111,OIL AND GAS,2010,4,211
MS,9580504,212,MINERALS AND ORES,2010,3,212
MS,13122,2121,COAL AND PETROLEUM GASES,2010,4,212
MS,1422941,2122,METAL ORES,2010,4,212
MS,8144441,2123,NONMETALLIC MINERALS,2010,4,212
MS,482088600,31,"MANUFACTURING, PART1",2010,2,31-33
MS,7608731899,31-33,MANUFACTURED GOODS,2010,2,31-33
MS,390374318,311,FOOD AND KINDRED PRODUCTS,2010,3,311-312
MS,3142681,3111,ANIMAL FOODS,2010,4,311-312
MS,23216991,3112,GRAIN AND OILSEED MILLING PRODUCTS,2010,4,311-312
MS,2878829,3113,SUGAR AND CONFECTIONERY PRODUCTS,2010,4,311-312
MS,1038621,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2010,4,311-312
MS,213512,3115,DAIRY PRODUCTS,2010,4,311-312
MS,308642883,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2010,4,311-312
MS,181822,3117,"SEAFOOD PRODUCTS PREPARED, CANNED AND PACKAGED",2010,4,311-312
MS,6550842,3118,BAKERY AND TORTILLA PRODUCTS,2010,4,311-312
MS,44508137,3119,"FOODS, NESOI",2010,4,311-312
MS,350405,312,BEVERAGES AND TOBACCO PRODUCTS,2010,3,311-312
MS,350405,3121,BEVERAGES,2010,4,311-312
MS,66934107,313,TEXTILES AND FABRICS,2010,3,313-314
MS,1461261,3131,"FIBERS, YARNS, AND THREADS",2010,4,313-314
MS,63439198,3132,FABRICS,2010,4,313-314
MS,2033648,3133,FINISHED AND COATED TEXTILE FABRICS,2010,4,313-314
MS,8667642,314,TEXTILE MILL PRODUCTS,2010,3,313-314
MS,2758513,3141,TEXTILE FURNISHINGS,2010,4,313-314
MS,5909129,3149,OTHER TEXTILE PRODUCTS,2010,4,313-314
MS,10010835,315,APPAREL AND ACCESSORIES,2010,3,315-316
MS,12537,3151,KNIT APPAREL,2010,4,315-316
MS,7749123,3152,APPAREL,2010,4,315-316
MS,2249175,3159,APPAREL ACCESSORIES,2010,4,315-316
MS,5751293,316,LEATHER AND ALLIED PRODUCTS,2010,3,315-316
MS,3297745,3161,LEATHER AND HIDE TANNING,2010,4,315-316
MS,1496481,3162,FOOTWEAR,2010,4,315-316
MS,957067,3169,OTHER LEATHER PRODUCTS,2010,4,315-316
MS,4455818018,32,"MANUFACTURING, PART 2",2010,2,31-33
MS,100892864,321,WOOD PRODUCTS,2010,3,321
MS,63469586,3211,SAWMILL AND WOOD PRODUCTS,2010,4,321
MS,29560016,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2010,4,321
MS,7863262,3219,OTHER WOOD PRODUCTS,2010,4,321
MS,757085531,322,PAPER,2010,3,322
MS,717422098,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2010,4,322
MS,39663433,3222,CONVERTED PAPER PRODUCTS,2010,4,322
MS,35664228,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2010,3,323
MS,35664228,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2010,4,323
MS,2049279894,324,PETROLEUM AND COAL PRODUCTS,2010,3,324
MS,2049279894,3241,PETROLEUM AND COAL PRODUCTS,2010,4,324
MS,1400433116,325,CHEMICALS,2010,3,325
MS,992598686,3251,BASIC CHEMICALS,2010,4,325
MS,219806507,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2010,4,325
MS,112283502,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2010,4,325
MS,13650538,3254,PHARMACEUTICALS AND MEDICINES,2010,4,325
MS,5858099,3255,"PAINTS, COATINGS, AND ADHESIVES",2010,4,325
MS,23034153,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2010,4,325
MS,33201631,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2010,4,325
MS,83332320,326,PLASTICS AND RUBBER PRODUCTS,2010,3,326
MS,58354143,3261,PLASTICS PRODUCTS,2010,4,326
MS,24978177,3262,RUBBER PRODUCTS,2010,4,326
MS,29130065,327,NONMETALLIC MINERAL PRODUCTS,2010,3,327
MS,688602,3271,CLAY AND REFRACTORY PRODUCTS,2010,4,327
MS,2764753,3272,GLASS AND GLASS PRODUCTS,2010,4,327
MS,86881,3273,CEMENT AND CONCRETE PRODUCTS,2010,4,327
MS,2496207,3274,LIME AND GYPSUM PRODUCTS,2010,4,327
MS,23093622,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2010,4,327
MS,8223946006,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2010,1,..0
MS,2670825281,33,"MANUFACTURING, PART 3",2010,2,31-33
MS,114965318,331,PRIMARY METAL MANUFACTURING,2010,3,331
MS,79316678,3311,IRON AND STEEL AND FERROALLOY,2010,4,331
MS,926073,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2010,4,331
MS,5337509,3313,ALUMINA AND ALUMINUM AND PROCESSING,2010,4,331
MS,28726486,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2010,4,331
MS,658572,3315,FOUNDRIES,2010,4,331
MS,149618052,332,"FABRICATED METAL PRODUCTS, NESOI",2010,3,332
MS,5511875,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2010,4,332
MS,12235773,3322,CUTLERY AND HANDTOOLS,2010,4,332
MS,6009444,3323,ARCHITECTURAL AND STRUCTURAL METALS,2010,4,332
MS,37612142,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2010,4,332
MS,3891870,3325,HARDWARE,2010,4,332
MS,3372340,3326,SPRINGS AND WIRE PRODUCTS,2010,4,332
MS,3685974,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2010,4,332
MS,77298634,3329,OTHER FABRICATED METAL PRODUCTS,2010,4,332
MS,403753244,333,"MACHINERY, EXCEPT ELECTRICAL",2010,3,333
MS,108789695,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2010,4,333
MS,12200087,3332,INDUSTRIAL MACHINERY,2010,4,333
MS,10140512,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2010,4,333
MS,83303105,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2010,4,333
MS,8065191,3335,METALWORKING MACHINERY,2010,4,333
MS,35904397,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2010,4,333
MS,145350257,3339,OTHER GENERAL PURPOSE MACHINERY,2010,4,333
MS,919269679,334,COMPUTER AND ELECTRONIC PRODUCTS,2010,3,334
MS,228282470,3341,COMPUTER EQUIPMENT,2010,4,334
MS,49260307,3342,COMMUNICATIONS EQUIPMENT,2010,4,334
MS,63022937,3343,AUDIO AND VIDEO EQUIPMENT,2010,4,334
MS,527023908,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2010,4,334
MS,45378639,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2010,4,334
MS,6301418,3346,MAGNETIC AND OPTICAL MEDIA,2010,4,334
MS,154285801,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2010,3,335
MS,15911588,3351,ELECTRIC LIGHTING EQUIPMENT,2010,4,335
MS,25433909,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2010,4,335
MS,54809807,3353,ELECTRICAL EQUIPMENT,2010,4,335
MS,58130497,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2010,4,335
MS,644106432,336,TRANSPORTATION EQUIPMENT,2010,3,NA
MS,404319523,3361,MOTOR VEHICLES,2010,4,3361-3363
MS,2528493,3362,MOTOR VEHICLE BODIES AND TRAILERS,2010,4,3361-3363
MS,78390645,3363,MOTOR VEHICLE PARTS,2010,4,3361-3363
MS,151040307,3364,AEROSPACE PRODUCTS AND PARTS,2010,4,NA
MS,3634377,3365,RAILROAD ROLLING STOCK,2010,4,NA
MS,3277198,3366,SHIPS AND BOATS,2010,4,NA
MS,915889,3369,"TRANSPORTATION EQUIPMENT, NESOI",2010,4,"3364-3466,3369"
MS,113460570,337,FURNITURE AND FIXTURES,2010,3,337
MS,95764984,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2010,4,337
MS,17611172,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2010,4,337
MS,84414,3379,"FURNITURE RELATED PRODUCTS, NESOI",2010,4,337
MS,171366185,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2010,3,339
MS,114699993,3391,MEDICAL EQUIPMENT AND SUPPLIES,2010,4,339
MS,56666192,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2010,4,339
MS,2791064,51,PUBLISHERS' COMMODITIES,2010,2,51
MS,2791064,511,"NEWSPAPERS, BOOKS & OTHER PUBLISHED MATTER, NESOI",2010,3,511
MS,2791064,5112,"SOFTWARE, NESOI",2010,4,511
MS,21387619,91,WASTE AND SCRAP,2010,2,NA
MS,5329122,92,USED OR SECOND-HAND MERCHANDISE,2010,2,92
MS,255726,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2010,2,NA
MS,22737942,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2010,2,NA
MT,58714529,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2010,2,11
MT,42668981,111,AGRICULTURAL PRODUCTS,2010,3,111-112
MT,38200468,1111,OILSEEDS AND GRAINS,2010,4,111-112
MT,604965,1112,VEGETABLES AND MELONS,2010,4,111-112
MT,1589316,1113,FRUITS AND TREE NUTS,2010,4,111-112
MT,1147362,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2010,4,111-112
MT,1126870,1119,OTHER AGRICULTURAL PRODUCTS,2010,4,111-112
MT,15647386,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2010,3,111-112
MT,11863259,1121,CATTLE,2010,4,111-112
MT,925570,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2010,4,111-112
MT,85963,1125,FARMED FISH AND RELATED PRODUCTS,2010,4,111-112
MT,2772594,1129,OTHER ANIMALS,2010,4,111-112
MT,356980,113,"FORESTRY PRODUCTS, NESOI",2010,3,113-115
MT,50980,1132,FORESTRY PRODUCTS,2010,4,113-115
MT,306000,1133,TIMBER AND LOGS,2010,4,113-115
MT,41182,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2010,3,113-115
MT,41182,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2010,4,113-115
MT,193153133,21,"OIL, GAS, MINERALS AND ORES",2010,2,21
MT,38081837,211,OIL AND GAS,2010,3,211
MT,38081837,2111,OIL AND GAS,2010,4,211
MT,155071296,212,MINERALS AND ORES,2010,3,212
MT,108874340,2121,COAL AND PETROLEUM GASES,2010,4,212
MT,34315093,2122,METAL ORES,2010,4,212
MT,11881863,2123,NONMETALLIC MINERALS,2010,4,212
MT,45539647,31,"MANUFACTURING, PART1",2010,2,31-33
MT,1122196884,31-33,MANUFACTURED GOODS,2010,2,31-33
MT,32647003,311,FOOD AND KINDRED PRODUCTS,2010,3,311-312
MT,359978,3111,ANIMAL FOODS,2010,4,311-312
MT,6027600,3112,GRAIN AND OILSEED MILLING PRODUCTS,2010,4,311-312
MT,141169,3113,SUGAR AND CONFECTIONERY PRODUCTS,2010,4,311-312
MT,208162,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2010,4,311-312
MT,2936997,3115,DAIRY PRODUCTS,2010,4,311-312
MT,669673,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2010,4,311-312
MT,19247572,3118,BAKERY AND TORTILLA PRODUCTS,2010,4,311-312
MT,3055852,3119,"FOODS, NESOI",2010,4,311-312
MT,7765055,312,BEVERAGES AND TOBACCO PRODUCTS,2010,3,311-312
MT,7765055,3121,BEVERAGES,2010,4,311-312
MT,618899,313,TEXTILES AND FABRICS,2010,3,313-314
MT,615968,3132,FABRICS,2010,4,313-314
MT,2931,3133,FINISHED AND COATED TEXTILE FABRICS,2010,4,313-314
MT,529661,314,TEXTILE MILL PRODUCTS,2010,3,313-314
MT,94471,3141,TEXTILE FURNISHINGS,2010,4,313-314
MT,435190,3149,OTHER TEXTILE PRODUCTS,2010,4,313-314
MT,1951745,315,APPAREL AND ACCESSORIES,2010,3,315-316
MT,67277,3151,KNIT APPAREL,2010,4,315-316
MT,645592,3152,APPAREL,2010,4,315-316
MT,1238876,3159,APPAREL ACCESSORIES,2010,4,315-316
MT,2027284,316,LEATHER AND ALLIED PRODUCTS,2010,3,315-316
MT,100308,3161,LEATHER AND HIDE TANNING,2010,4,315-316
MT,366916,3162,FOOTWEAR,2010,4,315-316
MT,1560060,3169,OTHER LEATHER PRODUCTS,2010,4,315-316
MT,519188188,32,"MANUFACTURING, PART 2",2010,2,31-33
MT,25720327,321,WOOD PRODUCTS,2010,3,321
MT,2849886,3211,SAWMILL AND WOOD PRODUCTS,2010,4,321
MT,21493736,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2010,4,321
MT,1376705,3219,OTHER WOOD PRODUCTS,2010,4,321
MT,1418965,322,PAPER,2010,3,322
MT,1165526,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2010,4,322
MT,253439,3222,CONVERTED PAPER PRODUCTS,2010,4,322
MT,1040399,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2010,3,323
MT,1040399,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2010,4,323
MT,59255481,324,PETROLEUM AND COAL PRODUCTS,2010,3,324
MT,59255481,3241,PETROLEUM AND COAL PRODUCTS,2010,4,324
MT,369304917,325,CHEMICALS,2010,3,325
MT,318757626,3251,BASIC CHEMICALS,2010,4,325
MT,2554855,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2010,4,325
MT,21133306,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2010,4,325
MT,24313188,3254,PHARMACEUTICALS AND MEDICINES,2010,4,325
MT,574561,3255,"PAINTS, COATINGS, AND ADHESIVES",2010,4,325
MT,315763,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2010,4,325
MT,1655618,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2010,4,325
MT,3010979,326,PLASTICS AND RUBBER PRODUCTS,2010,3,326
MT,1780803,3261,PLASTICS PRODUCTS,2010,4,326
MT,1230176,3262,RUBBER PRODUCTS,2010,4,326
MT,59437120,327,NONMETALLIC MINERAL PRODUCTS,2010,3,327
MT,279093,3271,CLAY AND REFRACTORY PRODUCTS,2010,4,327
MT,310060,3272,GLASS AND GLASS PRODUCTS,2010,4,327
MT,32047575,3273,CEMENT AND CONCRETE PRODUCTS,2010,4,327
MT,592753,3274,LIME AND GYPSUM PRODUCTS,2010,4,327
MT,1393457515,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2010,1,..0
MT,26207639,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2010,4,327
MT,557469049,33,"MANUFACTURING, PART 3",2010,2,31-33
MT,124071694,331,PRIMARY METAL MANUFACTURING,2010,3,331
MT,907027,3311,IRON AND STEEL AND FERROALLOY,2010,4,331
MT,123133,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2010,4,331
MT,90030,3313,ALUMINA AND ALUMINUM AND PROCESSING,2010,4,331
MT,122929398,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2010,4,331
MT,22106,3315,FOUNDRIES,2010,4,331
MT,11319315,332,"FABRICATED METAL PRODUCTS, NESOI",2010,3,332
MT,392643,3322,CUTLERY AND HANDTOOLS,2010,4,332
MT,2809175,3323,ARCHITECTURAL AND STRUCTURAL METALS,2010,4,332
MT,1854090,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2010,4,332
MT,809830,3325,HARDWARE,2010,4,332
MT,155393,3326,SPRINGS AND WIRE PRODUCTS,2010,4,332
MT,151889,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2010,4,332
MT,5146295,3329,OTHER FABRICATED METAL PRODUCTS,2010,4,332
MT,220828813,333,"MACHINERY, EXCEPT ELECTRICAL",2010,3,333
MT,47708050,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2010,4,333
MT,143047905,3332,INDUSTRIAL MACHINERY,2010,4,333
MT,4952339,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2010,4,333
MT,1045939,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2010,4,333
MT,807327,3335,METALWORKING MACHINERY,2010,4,333
MT,9126159,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2010,4,333
MT,14141094,3339,OTHER GENERAL PURPOSE MACHINERY,2010,4,333
MT,22903808,334,COMPUTER AND ELECTRONIC PRODUCTS,2010,3,334
MT,728191,3341,COMPUTER EQUIPMENT,2010,4,334
MT,1661413,3342,COMMUNICATIONS EQUIPMENT,2010,4,334
MT,684492,3343,AUDIO AND VIDEO EQUIPMENT,2010,4,334
MT,4203249,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2010,4,334
MT,15609492,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2010,4,334
MT,16971,3346,MAGNETIC AND OPTICAL MEDIA,2010,4,334
MT,17704858,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2010,3,335
MT,245309,3351,ELECTRIC LIGHTING EQUIPMENT,2010,4,335
MT,420166,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2010,4,335
MT,4272264,3353,ELECTRICAL EQUIPMENT,2010,4,335
MT,12767119,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2010,4,335
MT,139380324,336,TRANSPORTATION EQUIPMENT,2010,3,NA
MT,63692108,3361,MOTOR VEHICLES,2010,4,3361-3363
MT,18048298,3362,MOTOR VEHICLE BODIES AND TRAILERS,2010,4,3361-3363
MT,8328301,3363,MOTOR VEHICLE PARTS,2010,4,3361-3363
MT,43290825,3364,AEROSPACE PRODUCTS AND PARTS,2010,4,NA
MT,1392256,3365,RAILROAD ROLLING STOCK,2010,4,NA
MT,2643933,3366,SHIPS AND BOATS,2010,4,NA
MT,1984603,3369,"TRANSPORTATION EQUIPMENT, NESOI",2010,4,"3364-3466,3369"
MT,1151755,337,FURNITURE AND FIXTURES,2010,3,337
MT,819214,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2010,4,337
MT,231978,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2010,4,337
