STATE/REGION,EXPORT_VAL,EXP_NAICS,EXP_NAICS_DESC,YEAR,EXP_LEVEL,GDP_CODE
CO,193956570,3341,COMPUTER EQUIPMENT,2014,4,334
CO,29964879,337,FURNITURE AND FIXTURES,2014,3,337
CO,361800,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2014,4,113-115
CO,81426297,312,BEVERAGES AND TOBACCO PRODUCTS,2014,3,311-312
CO,859039,3211,SAWMILL AND WOOD PRODUCTS,2014,4,321
CO,162894297,326,PLASTICS AND RUBBER PRODUCTS,2014,3,326
CO,136931565,3261,PLASTICS PRODUCTS,2014,4,326
CO,17452852,3323,ARCHITECTURAL AND STRUCTURAL METALS,2014,4,332
CO,18576261,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2014,4,332
CO,919646680,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2014,4,334
CO,1050064,3379,"FURNITURE RELATED PRODUCTS, NESOI",2014,4,337
CO,269062978,21,"OIL, GAS, MINERALS AND ORES",2014,2,21
CO,81407197,3121,BEVERAGES,2014,4,311-312
CO,850593,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2014,4,321
CO,25962732,3262,RUBBER PRODUCTS,2014,4,326
CO,13239973,3325,HARDWARE,2014,4,332
CO,32555851,3346,MAGNETIC AND OPTICAL MEDIA,2014,4,334
CO,458333702,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2014,3,339
CO,352282504,3391,MEDICAL EQUIPMENT AND SUPPLIES,2014,4,339
CO,83731902,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2014,2,11
CO,8460801,2121,COAL AND PETROLEUM GASES,2014,4,212
CO,164964362,2122,METAL ORES,2014,4,212
CO,9506612,3132,FABRICS,2014,4,313-314
CO,77586069,111,AGRICULTURAL PRODUCTS,2014,3,111-112
CO,13654226,2123,NONMETALLIC MINERALS,2014,4,212
CO,1761955,3133,FINISHED AND COATED TEXTILE FABRICS,2014,4,313-314
CO,18417177,3222,CONVERTED PAPER PRODUCTS,2014,4,322
CO,6992614,3272,GLASS AND GLASS PRODUCTS,2014,4,327
CO,156296675,3329,OTHER FABRICATED METAL PRODUCTS,2014,4,332
CO,43463279,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2014,4,335
CO,56637219,314,TEXTILE MILL PRODUCTS,2014,3,313-314
CO,52336375,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2014,3,323
CO,4153233,3273,CEMENT AND CONCRETE PRODUCTS,2014,4,327
CO,956857912,333,"MACHINERY, EXCEPT ELECTRICAL",2014,3,333
CO,97413171,3353,ELECTRICAL EQUIPMENT,2014,4,335
CO,54916760,1111,OILSEEDS AND GRAINS,2014,4,111-112
CO,1853765073,31,"MANUFACTURING, PART1",2014,2,31-33
CO,42919000,3141,TEXTILE FURNISHINGS,2014,4,313-314
CO,52336375,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2014,4,323
CO,1012542,3274,LIME AND GYPSUM PRODUCTS,2014,4,327
CO,21888392,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2014,4,327
CO,117297753,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2014,4,333
CO,85646917,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2014,4,335
CO,475166269,336,TRANSPORTATION EQUIPMENT,2014,3,NA
CO,13528251,1112,VEGETABLES AND MELONS,2014,4,111-112
CO,2829473,1113,FRUITS AND TREE NUTS,2014,4,111-112
CO,7746906905,31-33,MANUFACTURED GOODS,2014,2,31-33
CO,13718219,3149,OTHER TEXTILE PRODUCTS,2014,4,313-314
CO,56261347,324,PETROLEUM AND COAL PRODUCTS,2014,3,324
CO,4628310970,33,"MANUFACTURING, PART 3",2014,2,31-33
CO,149725582,3332,INDUSTRIAL MACHINERY,2014,4,333
CO,1443885,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2014,3,111-112
CO,207714,1121,CATTLE,2014,4,111-112
CO,28640325,3112,GRAIN AND OILSEED MILLING PRODUCTS,2014,4,311-312
CO,12686724,3113,SUGAR AND CONFECTIONERY PRODUCTS,2014,4,311-312
CO,1292359,3159,APPAREL ACCESSORIES,2014,4,315-316
CO,40916729,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2014,4,325
CO,7650332,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2014,4,331
CO,116286326,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2014,4,333
CO,264540336,3364,AEROSPACE PRODUCTS AND PARTS,2014,4,NA
CO,123991,1123,POULTRY AND EGGS,2014,4,111-112
CO,7752532,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2014,4,311-312
CO,107587279,316,LEATHER AND ALLIED PRODUCTS,2014,3,315-316
CO,30716578,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2014,4,325
CO,28372305,3313,ALUMINA AND ALUMINUM AND PROCESSING,2014,4,331
CO,32613393,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2014,4,331
CO,285461613,3339,OTHER GENERAL PURPOSE MACHINERY,2014,4,333
CO,690634,3365,RAILROAD ROLLING STOCK,2014,4,NA
CO,4069457,1132,FORESTRY PRODUCTS,2014,4,113-115
CO,11045,3117,"SEAFOOD PRODUCTS PREPARED, CANNED AND PACKAGED",2014,4,311-312
CO,20477002,3118,BAKERY AND TORTILLA PRODUCTS,2014,4,311-312
CO,1264830862,32,"MANUFACTURING, PART 2",2014,2,31-33
CO,36329946,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2014,4,325
CO,11510885,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2014,4,332
CO,135831541,3342,COMMUNICATIONS EQUIPMENT,2014,4,334
CO,9944828,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2014,4,337
CO,8363706004,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2014,1,..0
CO,270691,1133,TIMBER AND LOGS,2014,4,113-115
CO,361800,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2014,3,113-115
CO,40654707,3119,"FOODS, NESOI",2014,4,311-312
CO,40278887,321,WOOD PRODUCTS,2014,3,321
CO,352464288,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2014,4,325
CO,17088814,3322,CUTLERY AND HANDTOOLS,2014,4,332
CO,28842762,3343,AUDIO AND VIDEO EQUIPMENT,2014,4,334
CO,688697301,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2014,4,334
CO,18969987,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2014,4,337
CO,81983589,211,OIL AND GAS,2014,3,211
CO,81983589,2111,OIL AND GAS,2014,4,211
CO,19100,3122,TOBACCO PRODUCTS,2014,4,311-312
CO,11468200,313,TEXTILES AND FABRICS,2014,3,313-314
CO,38569255,3219,OTHER WOOD PRODUCTS,2014,4,321
CO,21862473,322,PAPER,2014,3,322
CO,92237537,327,NONMETALLIC MINERAL PRODUCTS,2014,3,327
CO,9245483,3326,SPRINGS AND WIRE PRODUCTS,2014,4,332
CO,255580732,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2014,3,335
CO,106051198,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2014,4,339
CO,187079389,212,MINERALS AND ORES,2014,3,212
CO,199633,3131,"FIBERS, YARNS, AND THREADS",2014,4,313-314
CO,3445296,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2014,4,322
CO,58190756,3271,CLAY AND REFRACTORY PRODUCTS,2014,4,327
CO,16729353,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2014,4,332
CO,29057365,3351,ELECTRIC LIGHTING EQUIPMENT,2014,4,335
CT,142441574,91,WASTE AND SCRAP,2014,2,NA
CT,19918069,3361,MOTOR VEHICLES,2014,4,3361-3363
CT,50327687,93,USED OR SECOND-HAND MERCHANDISE,2014,2,NA
CT,407782,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2014,2,NA
CT,260961,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2014,4,111-112
CT,149706634,311,FOOD AND KINDRED PRODUCTS,2014,3,311-312
CT,19569138,315,APPAREL AND ACCESSORIES,2014,3,315-316
CT,159048199,3241,PETROLEUM AND COAL PRODUCTS,2014,4,324
CT,970978081,325,CHEMICALS,2014,3,325
CT,637843293,331,PRIMARY METAL MANUFACTURING,2014,3,331
CT,136850635,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2014,4,333
CT,14004743,3362,MOTOR VEHICLE BODIES AND TRAILERS,2014,4,3361-3363
CT,55617023,1119,OTHER AGRICULTURAL PRODUCTS,2014,4,111-112
CT,27553875,3111,ANIMAL FOODS,2014,4,311-312
CT,308911,3151,KNIT APPAREL,2014,4,315-316
CT,17801919,3152,APPAREL,2014,4,315-316
CT,387827293,3251,BASIC CHEMICALS,2014,4,325
CT,98073582,3311,IRON AND STEEL AND FERROALLOY,2014,4,331
CT,142574538,3335,METALWORKING MACHINERY,2014,4,333
CT,116751433,3363,MOTOR VEHICLE PARTS,2014,4,3361-3363
CT,293866632,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2014,2,NA
CT,25000,1125,FARMED FISH AND RELATED PRODUCTS,2014,4,111-112
CT,427634,1129,OTHER ANIMALS,2014,4,111-112
CT,3646701,3115,DAIRY PRODUCTS,2014,4,311-312
CT,6054044,3161,LEATHER AND HIDE TANNING,2014,4,315-316
CT,52766855,3254,PHARMACEUTICALS AND MEDICINES,2014,4,325
CT,6205007,3315,FOUNDRIES,2014,4,331
CT,1270579746,334,COMPUTER AND ELECTRONIC PRODUCTS,2014,3,334
CT,7524212,3366,SHIPS AND BOATS,2014,4,NA
CT,6629712,3369,"TRANSPORTATION EQUIPMENT, NESOI",2014,4,"3364-3466,3369"
CT,9608160,113,"FORESTRY PRODUCTS, NESOI",2014,3,113-115
CT,2233876,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2014,4,311-312
CT,2331312,3162,FOOTWEAR,2014,4,315-316
CT,3598665,3169,OTHER LEATHER PRODUCTS,2014,4,315-316
CT,58609164,3255,"PAINTS, COATINGS, AND ADHESIVES",2014,4,325
CT,733555941,332,"FABRICATED METAL PRODUCTS, NESOI",2014,3,332
CT,87967041,3341,COMPUTER EQUIPMENT,2014,4,334
CT,29361890,337,FURNITURE AND FIXTURES,2014,3,337
CT,6407841,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2014,4,113-115
CT,11760566,312,BEVERAGES AND TOBACCO PRODUCTS,2014,3,311-312
CT,12450129,3211,SAWMILL AND WOOD PRODUCTS,2014,4,321
CT,233509150,326,PLASTICS AND RUBBER PRODUCTS,2014,3,326
CT,11675752,3323,ARCHITECTURAL AND STRUCTURAL METALS,2014,4,332
CT,802459970,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2014,4,334
CT,3098472,3379,"FURNITURE RELATED PRODUCTS, NESOI",2014,4,337
CT,35847528,21,"OIL, GAS, MINERALS AND ORES",2014,2,21
CT,5237226,3121,BEVERAGES,2014,4,311-312
CT,387173,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2014,4,321
CT,197329602,3261,PLASTICS PRODUCTS,2014,4,326
CT,36179548,3262,RUBBER PRODUCTS,2014,4,326
CT,68745769,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2014,4,332
CT,45942812,3325,HARDWARE,2014,4,332
CT,18817850,3346,MAGNETIC AND OPTICAL MEDIA,2014,4,334
CT,330726331,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2014,3,339
CT,180616746,3391,MEDICAL EQUIPMENT AND SUPPLIES,2014,4,339
CT,81126096,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2014,2,11
CT,9377,2121,COAL AND PETROLEUM GASES,2014,4,212
CT,19062450,2122,METAL ORES,2014,4,212
CT,57775115,3132,FABRICS,2014,4,313-314
CT,59496007,111,AGRICULTURAL PRODUCTS,2014,3,111-112
CT,16754935,2123,NONMETALLIC MINERALS,2014,4,212
CT,21692300,3133,FINISHED AND COATED TEXTILE FABRICS,2014,4,313-314
CT,74087615,3222,CONVERTED PAPER PRODUCTS,2014,4,322
CT,44248461,3272,GLASS AND GLASS PRODUCTS,2014,4,327
CT,411799987,3329,OTHER FABRICATED METAL PRODUCTS,2014,4,332
CT,122189185,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2014,4,335
CT,22853433,314,TEXTILE MILL PRODUCTS,2014,3,313-314
CT,22472408,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2014,3,323
CT,5921583,3273,CEMENT AND CONCRETE PRODUCTS,2014,4,327
CT,2072787227,333,"MACHINERY, EXCEPT ELECTRICAL",2014,3,333
CT,383125999,3353,ELECTRICAL EQUIPMENT,2014,4,335
CT,199552,1111,OILSEEDS AND GRAINS,2014,4,111-112
CT,296212587,31,"MANUFACTURING, PART1",2014,2,31-33
CT,9266246,3141,TEXTILE FURNISHINGS,2014,4,313-314
CT,22472408,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2014,4,323
CT,328815,3274,LIME AND GYPSUM PRODUCTS,2014,4,327
CT,39252543,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2014,4,327
CT,148939814,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2014,4,333
CT,462964497,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2014,4,335
CT,2190505,1112,VEGETABLES AND MELONS,2014,4,111-112
CT,1227966,1113,FRUITS AND TREE NUTS,2014,4,111-112
CT,15358823944,31-33,MANUFACTURED GOODS,2014,2,31-33
CT,13587187,3149,OTHER TEXTILE PRODUCTS,2014,4,313-314
CT,159048199,324,PETROLEUM AND COAL PRODUCTS,2014,3,324
CT,13396428073,33,"MANUFACTURING, PART 3",2014,2,31-33
CT,450791103,3332,INDUSTRIAL MACHINERY,2014,4,333
CT,7318647548,336,TRANSPORTATION EQUIPMENT,2014,3,NA
CT,5614088,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2014,3,111-112
CT,17670,1121,CATTLE,2014,4,111-112
CT,39393649,3112,GRAIN AND OILSEED MILLING PRODUCTS,2014,4,311-312
CT,5325377,3113,SUGAR AND CONFECTIONERY PRODUCTS,2014,4,311-312
CT,1458308,3159,APPAREL ACCESSORIES,2014,4,315-316
CT,282522899,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2014,4,325
CT,7854387,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2014,4,331
CT,624459041,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2014,4,333
CT,7147786077,3364,AEROSPACE PRODUCTS AND PARTS,2014,4,NA
CT,5143784,1123,POULTRY AND EGGS,2014,4,111-112
CT,5471508,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2014,4,311-312
CT,11984021,316,LEATHER AND ALLIED PRODUCTS,2014,3,315-316
CT,4226111,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2014,4,325
CT,70030490,3313,ALUMINA AND ALUMINUM AND PROCESSING,2014,4,331
CT,455679827,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2014,4,331
CT,414914013,3339,OTHER GENERAL PURPOSE MACHINERY,2014,4,333
CT,6033302,3365,RAILROAD ROLLING STOCK,2014,4,NA
CT,5689378,1132,FORESTRY PRODUCTS,2014,4,113-115
CT,8883,3117,"SEAFOOD PRODUCTS PREPARED, CANNED AND PACKAGED",2014,4,311-312
CT,1440298,3118,BAKERY AND TORTILLA PRODUCTS,2014,4,311-312
CT,1666183284,32,"MANUFACTURING, PART 2",2014,2,31-33
CT,117029494,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2014,4,325
CT,9317381,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2014,4,332
CT,205871236,3342,COMMUNICATIONS EQUIPMENT,2014,4,334
CT,20106334,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2014,4,337
CT,15962841243,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2014,1,..0
CT,3918782,1133,TIMBER AND LOGS,2014,4,113-115
CT,6407841,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2014,3,113-115
CT,64632467,3119,"FOODS, NESOI",2014,4,311-312
CT,19053923,321,WOOD PRODUCTS,2014,3,321
CT,67996265,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2014,4,325
CT,107300795,3322,CUTLERY AND HANDTOOLS,2014,4,332
CT,28363645,3343,AUDIO AND VIDEO EQUIPMENT,2014,4,334
CT,127100004,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2014,4,334
CT,6157084,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2014,4,337
CT,20766,211,OIL AND GAS,2014,3,211
CT,20766,2111,OIL AND GAS,2014,4,211
CT,6523340,3122,TOBACCO PRODUCTS,2014,4,311-312
CT,80338795,313,TEXTILES AND FABRICS,2014,3,313-314
CT,6216621,3219,OTHER WOOD PRODUCTS,2014,4,321
CT,142705203,322,PAPER,2014,3,322
CT,118416320,327,NONMETALLIC MINERAL PRODUCTS,2014,3,327
CT,31838318,3326,SPRINGS AND WIRE PRODUCTS,2014,4,332
CT,1002926097,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2014,3,335
CT,150109585,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2014,4,339
CT,35826762,212,MINERALS AND ORES,2014,3,212
CT,871380,3131,"FIBERS, YARNS, AND THREADS",2014,4,313-314
CT,68617588,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2014,4,322
CT,28664918,3271,CLAY AND REFRACTORY PRODUCTS,2014,4,327
CT,46935127,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2014,4,332
CT,34646416,3351,ELECTRIC LIGHTING EQUIPMENT,2014,4,335
DC,1860936,91,WASTE AND SCRAP,2014,2,NA
DC,3425592,3361,MOTOR VEHICLES,2014,4,3361-3363
DC,25716618,93,USED OR SECOND-HAND MERCHANDISE,2014,2,NA
DC,3430,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2014,4,111-112
DC,2624884,311,FOOD AND KINDRED PRODUCTS,2014,3,311-312
DC,2322195,315,APPAREL AND ACCESSORIES,2014,3,315-316
DC,242893,3241,PETROLEUM AND COAL PRODUCTS,2014,4,324
DC,29975553,325,CHEMICALS,2014,3,325
DC,3450576,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2014,4,333
CA,2466505709,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2014,4,333
CO,77165178,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2014,4,333
CT,154258083,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2014,4,333
DC,495685,331,PRIMARY METAL MANUFACTURING,2014,3,331
CA,1525961,1122,SWINE,2014,4,111-112
DC,1749761,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2014,4,333
DC,285358,3362,MOTOR VEHICLE BODIES AND TRAILERS,2014,4,3361-3363
DC,17845,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2014,2,NA
DC,276689,1119,OTHER AGRICULTURAL PRODUCTS,2014,4,111-112
DC,27963,3111,ANIMAL FOODS,2014,4,311-312
DC,2198450,3152,APPAREL,2014,4,315-316
DC,19207873,3251,BASIC CHEMICALS,2014,4,325
DC,91236,3311,IRON AND STEEL AND FERROALLOY,2014,4,331
DC,341021,3335,METALWORKING MACHINERY,2014,4,333
DC,1892615,3363,MOTOR VEHICLE PARTS,2014,4,3361-3363
DC,63859402,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2014,2,NA
DC,9750,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2014,4,111-112
DC,69261,3115,DAIRY PRODUCTS,2014,4,311-312
DC,4924,3161,LEATHER AND HIDE TANNING,2014,4,315-316
DC,5850507,3254,PHARMACEUTICALS AND MEDICINES,2014,4,325
DC,275870,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2014,4,331
DC,37823,3315,FOUNDRIES,2014,4,331
DC,75067935,334,COMPUTER AND ELECTRONIC PRODUCTS,2014,3,334
DC,60908,3366,SHIPS AND BOATS,2014,4,NA
DC,16335508,3369,"TRANSPORTATION EQUIPMENT, NESOI",2014,4,"3364-3466,3369"
DC,224398,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2014,4,311-312
DC,481532,3162,FOOTWEAR,2014,4,315-316
DC,82606,3169,OTHER LEATHER PRODUCTS,2014,4,315-316
DC,641738,3255,"PAINTS, COATINGS, AND ADHESIVES",2014,4,325
DC,20442279,332,"FABRICATED METAL PRODUCTS, NESOI",2014,3,332
DC,19380247,3341,COMPUTER EQUIPMENT,2014,4,334
DC,3382846,337,FURNITURE AND FIXTURES,2014,3,337
DC,51329,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2014,4,113-115
DC,216501,312,BEVERAGES AND TOBACCO PRODUCTS,2014,3,311-312
DC,2702539,3211,SAWMILL AND WOOD PRODUCTS,2014,4,321
DC,1578590,326,PLASTICS AND RUBBER PRODUCTS,2014,3,326
DC,6677537,3323,ARCHITECTURAL AND STRUCTURAL METALS,2014,4,332
DC,6068637,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2014,4,334
DC,26841119,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2014,4,334
DC,25818,21,"OIL, GAS, MINERALS AND ORES",2014,2,21
DC,213254,3121,BEVERAGES,2014,4,311-312
DC,70150,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2014,4,321
DC,1221945,3261,PLASTICS PRODUCTS,2014,4,326
DC,356645,3262,RUBBER PRODUCTS,2014,4,326
DC,1581438,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2014,4,332
DC,51781,3325,HARDWARE,2014,4,332
DC,516249,3346,MAGNETIC AND OPTICAL MEDIA,2014,4,334
DC,9363784,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2014,3,339
DC,2765436,3391,MEDICAL EQUIPMENT AND SUPPLIES,2014,4,339
DC,1293270,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2014,2,11
DC,136574,3132,FABRICS,2014,4,313-314
DC,1200715,111,AGRICULTURAL PRODUCTS,2014,3,111-112
DC,25818,2123,NONMETALLIC MINERALS,2014,4,212
DC,5036,3133,FINISHED AND COATED TEXTILE FABRICS,2014,4,313-314
DC,554179,3222,CONVERTED PAPER PRODUCTS,2014,4,322
DC,315657,3272,GLASS AND GLASS PRODUCTS,2014,4,327
DC,9374688,3329,OTHER FABRICATED METAL PRODUCTS,2014,4,332
DC,2626131,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2014,4,335
DC,1878591,314,TEXTILE MILL PRODUCTS,2014,3,313-314
DC,3649671,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2014,3,323
DC,23499,3273,CEMENT AND CONCRETE PRODUCTS,2014,4,327
DC,18015842,333,"MACHINERY, EXCEPT ELECTRICAL",2014,3,333
DC,5649003,3353,ELECTRICAL EQUIPMENT,2014,4,335
DC,571747,1111,OILSEEDS AND GRAINS,2014,4,111-112
DC,7770960,31,"MANUFACTURING, PART1",2014,2,31-33
DC,14333,3141,TEXTILE FURNISHINGS,2014,4,313-314
DC,3649671,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2014,4,323
DC,23029,3274,LIME AND GYPSUM PRODUCTS,2014,4,327
DC,31248,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2014,4,327
DC,2348265,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2014,4,333
DC,47197107,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2014,4,335
DC,8220,1112,VEGETABLES AND MELONS,2014,4,111-112
DC,340629,1113,FRUITS AND TREE NUTS,2014,4,111-112
DC,847456627,31-33,MANUFACTURED GOODS,2014,2,31-33
DC,1864258,3149,OTHER TEXTILE PRODUCTS,2014,4,313-314
DC,242893,324,PETROLEUM AND COAL PRODUCTS,2014,3,324
DC,799543970,33,"MANUFACTURING, PART 3",2014,2,31-33
DC,682756,3332,INDUSTRIAL MACHINERY,2014,4,333
DC,616130262,336,TRANSPORTATION EQUIPMENT,2014,3,NA
DC,41226,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2014,3,111-112
DC,396150,3112,GRAIN AND OILSEED MILLING PRODUCTS,2014,4,311-312
DC,92262,3113,SUGAR AND CONFECTIONERY PRODUCTS,2014,4,311-312
DC,123745,3159,APPAREL ACCESSORIES,2014,4,315-316
DC,412708,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2014,4,325
DC,11616,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2014,4,331
DC,3954450,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2014,4,333
DC,594048711,3364,AEROSPACE PRODUCTS AND PARTS,2014,4,NA
DC,31476,1123,POULTRY AND EGGS,2014,4,111-112
DC,39188,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2014,4,311-312
DC,569062,316,LEATHER AND ALLIED PRODUCTS,2014,3,315-316
DC,25801,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2014,4,325
DC,79140,3313,ALUMINA AND ALUMINUM AND PROCESSING,2014,4,331
DC,5489013,3339,OTHER GENERAL PURPOSE MACHINERY,2014,4,333
DC,81570,3365,RAILROAD ROLLING STOCK,2014,4,NA
DC,42968,3118,BAKERY AND TORTILLA PRODUCTS,2014,4,311-312
DC,40141697,32,"MANUFACTURING, PART 2",2014,2,31-33
DC,852496,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2014,4,325
DC,20414415,3342,COMMUNICATIONS EQUIPMENT,2014,4,334
DC,2137681,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2014,4,337
DC,940230516,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2014,1,..0
DC,51329,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2014,3,113-115
DC,1732694,3119,"FOODS, NESOI",2014,4,311-312
DC,2860469,321,WOOD PRODUCTS,2014,3,321
DC,2984430,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2014,4,325
DC,2038239,3322,CUTLERY AND HANDTOOLS,2014,4,332
